slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,cap_roundness_zone,stem_width,stem_width_zone,assigned_value,cap_roundness_extremity,stem_width_extremity,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,ring_thickness,spot_radius,scale,requested_cap_zone,requested_stem_zone,in_neutral_rectangle
black-07-0.959-+3,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-0.959-+3.png,images_balanced/black-07-0.959-+3.png,images_balanced/black-07-0.959-+3.png,black,"(0, 0, 0)",0.959,neutral,7,neutral,3,0.0,0.0,0.202,22,14,2,8,0,2,16,flat,thin,True
black-08-1.339-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-08-1.339-+2.png,images_balanced/black-08-1.339-+2.png,images_balanced/black-08-1.339-+2.png,black,"(0, 0, 0)",1.339,neutral,8,neutral,2,0.0,0.0,0.212,22,14,2,8,0,2,16,flat,thin,True
black-06-1.106-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-06-1.106-+2.png,images_balanced/black-06-1.106-+2.png,images_balanced/black-06-1.106-+2.png,black,"(0, 0, 0)",1.106,neutral,6,neutral,2,0.0,0.0,0.222,22,14,2,8,0,2,16,flat,thin,True
black-07-0.892-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-0.892-+2.png,images_balanced/black-07-0.892-+2.png,images_balanced/black-07-0.892-+2.png,black,"(0, 0, 0)",0.892,neutral,7,neutral,2,0.0,0.0,0.232,22,14,2,8,0,2,16,flat,thin,True
black-08-1.031-+3,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-08-1.031-+3.png,images_balanced/black-08-1.031-+3.png,images_balanced/black-08-1.031-+3.png,black,"(0, 0, 0)",1.031,neutral,8,neutral,3,0.0,0.0,0.242,22,14,2,8,0,2,16,flat,thin,True
black-03-0.719-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.719-+0.png,images_balanced/black-03-0.719-+0.png,images_balanced/black-03-0.719-+0.png,black,"(0, 0, 0)",0.719,flat,3,thin,0,0.351,1.0,0.253,22,14,2,8,0,2,16,flat,thin,False
black-03-0.235-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.235-+0.png,images_balanced/black-03-0.235-+0.png,images_balanced/black-03-0.235-+0.png,black,"(0, 0, 0)",0.235,flat,3,thin,0,0.956,1.0,0.263,22,14,2,8,0,2,16,flat,thin,False
black-05-1.053-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-1.053-+0.png,images_balanced/black-05-1.053-+0.png,images_balanced/black-05-1.053-+0.png,black,"(0, 0, 0)",1.053,neutral,5,thin,0,0.0,0.6,0.273,22,14,2,8,0,2,16,flat,thin,False
black-05-0.223--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-0.223--1.png,images_balanced/black-05-0.223--1.png,images_balanced/black-05-0.223--1.png,black,"(0, 0, 0)",0.223,flat,5,thin,-1,0.971,0.6,0.283,22,14,2,8,0,2,16,flat,thin,False
black-07-0.204-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-0.204-+0.png,images_balanced/black-07-0.204-+0.png,images_balanced/black-07-0.204-+0.png,black,"(0, 0, 0)",0.204,flat,7,thin,0,0.995,0.2,0.293,22,14,2,8,0,2,16,flat,thin,False
black-03-0.201--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.201--1.png,images_balanced/black-03-0.201--1.png,images_balanced/black-03-0.201--1.png,black,"(0, 0, 0)",0.201,flat,3,thin,-1,0.999,1.0,0.303,22,14,2,8,0,2,16,flat,thin,False
black-07-1.091-+3,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-1.091-+3.png,images_balanced/black-07-1.091-+3.png,images_balanced/black-07-1.091-+3.png,black,"(0, 0, 0)",1.091,neutral,7,neutral,3,0.0,0.0,0.313,22,14,2,8,0,2,16,flat,thin,True
black-04-0.948-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.948-+0.png,images_balanced/black-04-0.948-+0.png,images_balanced/black-04-0.948-+0.png,black,"(0, 0, 0)",0.948,neutral,4,thin,0,0.0,0.8,0.323,22,14,2,8,0,2,16,flat,thin,False
black-03-0.878--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.878--1.png,images_balanced/black-03-0.878--1.png,images_balanced/black-03-0.878--1.png,black,"(0, 0, 0)",0.878,flat,3,thin,-1,0.152,1.0,0.333,22,14,2,8,0,2,16,flat,thin,False
black-05-0.539-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-0.539-+0.png,images_balanced/black-05-0.539-+0.png,images_balanced/black-05-0.539-+0.png,black,"(0, 0, 0)",0.539,flat,5,thin,0,0.576,0.6,0.343,22,14,2,8,0,2,16,flat,thin,False
black-04-0.412--2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.412--2.png,images_balanced/black-04-0.412--2.png,images_balanced/black-04-0.412--2.png,black,"(0, 0, 0)",0.412,flat,4,thin,-2,0.735,0.8,0.354,22,14,2,8,0,2,16,flat,thin,False
black-03-0.200--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.200--1.png,images_balanced/black-03-0.200--1.png,images_balanced/black-03-0.200--1.png,black,"(0, 0, 0)",0.2,flat,3,thin,-1,1.0,1.0,0.364,22,14,2,8,0,2,16,flat,thin,False
black-03-1.050-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-1.050-+0.png,images_balanced/black-03-1.050-+0.png,images_balanced/black-03-1.050-+0.png,black,"(0, 0, 0)",1.05,neutral,3,thin,0,0.0,1.0,0.374,22,14,2,8,0,2,16,flat,thin,False
black-03-0.202--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.202--1.png,images_balanced/black-03-0.202--1.png,images_balanced/black-03-0.202--1.png,black,"(0, 0, 0)",0.202,flat,3,thin,-1,0.997,1.0,0.384,22,14,2,8,0,2,16,flat,thin,False
black-07-0.488--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-0.488--1.png,images_balanced/black-07-0.488--1.png,images_balanced/black-07-0.488--1.png,black,"(0, 0, 0)",0.488,flat,7,thin,-1,0.64,0.2,0.394,22,14,2,8,0,2,16,flat,thin,False
black-03-0.606-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.606-+0.png,images_balanced/black-03-0.606-+0.png,images_balanced/black-03-0.606-+0.png,black,"(0, 0, 0)",0.606,flat,3,thin,0,0.492,1.0,0.404,22,14,2,8,0,2,16,flat,thin,False
black-06-0.247--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-06-0.247--1.png,images_balanced/black-06-0.247--1.png,images_balanced/black-06-0.247--1.png,black,"(0, 0, 0)",0.247,flat,6,thin,-1,0.941,0.4,0.414,22,14,2,8,0,2,16,flat,thin,False
black-06-1.055-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-06-1.055-+2.png,images_balanced/black-06-1.055-+2.png,images_balanced/black-06-1.055-+2.png,black,"(0, 0, 0)",1.055,neutral,6,neutral,2,0.0,0.0,0.424,22,14,2,8,0,2,16,flat,thin,True
black-03-1.009-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-1.009-+1.png,images_balanced/black-03-1.009-+1.png,images_balanced/black-03-1.009-+1.png,black,"(0, 0, 0)",1.009,neutral,3,thin,1,0.0,1.0,0.434,22,14,2,8,0,2,16,flat,thin,False
black-03-0.717--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.717--1.png,images_balanced/black-03-0.717--1.png,images_balanced/black-03-0.717--1.png,black,"(0, 0, 0)",0.717,flat,3,thin,-1,0.354,1.0,0.444,22,14,2,8,0,2,16,flat,thin,False
black-03-0.307--2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.307--2.png,images_balanced/black-03-0.307--2.png,images_balanced/black-03-0.307--2.png,black,"(0, 0, 0)",0.307,flat,3,thin,-2,0.866,1.0,0.455,22,14,2,8,0,2,16,flat,thin,False
black-03-0.997-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.997-+0.png,images_balanced/black-03-0.997-+0.png,images_balanced/black-03-0.997-+0.png,black,"(0, 0, 0)",0.997,neutral,3,thin,0,0.0,1.0,0.465,22,14,2,8,0,2,16,flat,thin,False
black-03-0.881-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.881-+1.png,images_balanced/black-03-0.881-+1.png,images_balanced/black-03-0.881-+1.png,black,"(0, 0, 0)",0.881,neutral,3,thin,1,0.0,1.0,0.475,22,14,2,8,0,2,16,flat,thin,False
black-08-0.892-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-08-0.892-+2.png,images_balanced/black-08-0.892-+2.png,images_balanced/black-08-0.892-+2.png,black,"(0, 0, 0)",0.892,neutral,8,neutral,2,0.0,0.0,0.485,22,14,2,8,0,2,16,flat,thin,True
black-03-0.932-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.932-+1.png,images_balanced/black-03-0.932-+1.png,images_balanced/black-03-0.932-+1.png,black,"(0, 0, 0)",0.932,neutral,3,thin,1,0.0,1.0,0.495,22,14,2,8,0,2,16,flat,thin,False
black-04-1.020-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-1.020-+0.png,images_balanced/black-04-1.020-+0.png,images_balanced/black-04-1.020-+0.png,black,"(0, 0, 0)",1.02,neutral,4,thin,0,0.0,0.8,0.505,22,14,2,8,0,2,16,flat,thin,False
black-03-0.203--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.203--1.png,images_balanced/black-03-0.203--1.png,images_balanced/black-03-0.203--1.png,black,"(0, 0, 0)",0.203,flat,3,thin,-1,0.996,1.0,0.515,22,14,2,8,0,2,16,flat,thin,False
black-04-0.852--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.852--1.png,images_balanced/black-04-0.852--1.png,images_balanced/black-04-0.852--1.png,black,"(0, 0, 0)",0.852,flat,4,thin,-1,0.185,0.8,0.525,22,14,2,8,0,2,16,flat,thin,False
black-04-0.326--2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.326--2.png,images_balanced/black-04-0.326--2.png,images_balanced/black-04-0.326--2.png,black,"(0, 0, 0)",0.326,flat,4,thin,-2,0.842,0.8,0.535,22,14,2,8,0,2,16,flat,thin,False
black-03-0.215-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.215-+0.png,images_balanced/black-03-0.215-+0.png,images_balanced/black-03-0.215-+0.png,black,"(0, 0, 0)",0.215,flat,3,thin,0,0.981,1.0,0.545,22,14,2,8,0,2,16,flat,thin,False
black-07-0.820-+3,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-0.820-+3.png,images_balanced/black-07-0.820-+3.png,images_balanced/black-07-0.820-+3.png,black,"(0, 0, 0)",0.82,neutral,7,neutral,3,0.0,0.0,0.556,22,14,2,8,0,2,16,flat,thin,True
black-03-0.308--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.308--1.png,images_balanced/black-03-0.308--1.png,images_balanced/black-03-0.308--1.png,black,"(0, 0, 0)",0.308,flat,3,thin,-1,0.865,1.0,0.566,22,14,2,8,0,2,16,flat,thin,False
black-03-0.964-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.964-+1.png,images_balanced/black-03-0.964-+1.png,images_balanced/black-03-0.964-+1.png,black,"(0, 0, 0)",0.964,neutral,3,thin,1,0.0,1.0,0.576,22,14,2,8,0,2,16,flat,thin,False
black-04-0.244--2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.244--2.png,images_balanced/black-04-0.244--2.png,images_balanced/black-04-0.244--2.png,black,"(0, 0, 0)",0.244,flat,4,thin,-2,0.945,0.8,0.586,22,14,2,8,0,2,16,flat,thin,False
black-07-0.299--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-0.299--1.png,images_balanced/black-07-0.299--1.png,images_balanced/black-07-0.299--1.png,black,"(0, 0, 0)",0.299,flat,7,thin,-1,0.876,0.2,0.596,22,14,2,8,0,2,16,flat,thin,False
black-05-0.728-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-0.728-+0.png,images_balanced/black-05-0.728-+0.png,images_balanced/black-05-0.728-+0.png,black,"(0, 0, 0)",0.728,flat,5,thin,0,0.34,0.6,0.606,22,14,2,8,0,2,16,flat,thin,False
black-03-0.204--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.204--1.png,images_balanced/black-03-0.204--1.png,images_balanced/black-03-0.204--1.png,black,"(0, 0, 0)",0.204,flat,3,thin,-1,0.995,1.0,0.616,22,14,2,8,0,2,16,flat,thin,False
black-03-0.765-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.765-+0.png,images_balanced/black-03-0.765-+0.png,images_balanced/black-03-0.765-+0.png,black,"(0, 0, 0)",0.765,flat,3,thin,0,0.294,1.0,0.626,22,14,2,8,0,2,16,flat,thin,False
black-03-0.960-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.960-+0.png,images_balanced/black-03-0.960-+0.png,images_balanced/black-03-0.960-+0.png,black,"(0, 0, 0)",0.96,neutral,3,thin,0,0.0,1.0,0.636,22,14,2,8,0,2,16,flat,thin,False
black-03-0.292--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.292--1.png,images_balanced/black-03-0.292--1.png,images_balanced/black-03-0.292--1.png,black,"(0, 0, 0)",0.292,flat,3,thin,-1,0.885,1.0,0.646,22,14,2,8,0,2,16,flat,thin,False
black-07-1.092-+3,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-1.092-+3.png,images_balanced/black-07-1.092-+3.png,images_balanced/black-07-1.092-+3.png,black,"(0, 0, 0)",1.092,neutral,7,neutral,3,0.0,0.0,0.657,22,14,2,8,0,2,16,flat,thin,True
black-03-0.205--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.205--1.png,images_balanced/black-03-0.205--1.png,images_balanced/black-03-0.205--1.png,black,"(0, 0, 0)",0.205,flat,3,thin,-1,0.994,1.0,0.667,22,14,2,8,0,2,16,flat,thin,False
black-06-0.544--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-06-0.544--1.png,images_balanced/black-06-0.544--1.png,images_balanced/black-06-0.544--1.png,black,"(0, 0, 0)",0.544,flat,6,thin,-1,0.57,0.4,0.677,22,14,2,8,0,2,16,flat,thin,False
black-03-0.377--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.377--1.png,images_balanced/black-03-0.377--1.png,images_balanced/black-03-0.377--1.png,black,"(0, 0, 0)",0.377,flat,3,thin,-1,0.779,1.0,0.687,22,14,2,8,0,2,16,flat,thin,False
black-03-0.206--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.206--1.png,images_balanced/black-03-0.206--1.png,images_balanced/black-03-0.206--1.png,black,"(0, 0, 0)",0.206,flat,3,thin,-1,0.992,1.0,0.697,22,14,2,8,0,2,16,flat,thin,False
black-03-1.057-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-1.057-+0.png,images_balanced/black-03-1.057-+0.png,images_balanced/black-03-1.057-+0.png,black,"(0, 0, 0)",1.057,neutral,3,thin,0,0.0,1.0,0.707,22,14,2,8,0,2,16,flat,thin,False
black-03-0.524--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.524--1.png,images_balanced/black-03-0.524--1.png,images_balanced/black-03-0.524--1.png,black,"(0, 0, 0)",0.524,flat,3,thin,-1,0.595,1.0,0.717,22,14,2,8,0,2,16,flat,thin,False
black-03-0.571--1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.571--1.png,images_balanced/black-03-0.571--1.png,images_balanced/black-03-0.571--1.png,black,"(0, 0, 0)",0.571,flat,3,thin,-1,0.536,1.0,0.727,22,14,2,8,0,2,16,flat,thin,False
black-03-0.364--2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.364--2.png,images_balanced/black-03-0.364--2.png,images_balanced/black-03-0.364--2.png,black,"(0, 0, 0)",0.364,flat,3,thin,-2,0.795,1.0,0.737,22,14,2,8,0,2,16,flat,thin,False
black-04-0.206-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.206-+0.png,images_balanced/black-04-0.206-+0.png,images_balanced/black-04-0.206-+0.png,black,"(0, 0, 0)",0.206,flat,4,thin,0,0.992,0.8,0.747,22,14,2,8,0,2,16,flat,thin,False
black-08-0.200-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-08-0.200-+0.png,images_balanced/black-08-0.200-+0.png,images_balanced/black-08-0.200-+0.png,black,"(0, 0, 0)",0.2,flat,8,thin,0,1.0,0.0,0.758,22,14,2,8,0,2,16,flat,thin,False
black-03-1.023-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-1.023-+1.png,images_balanced/black-03-1.023-+1.png,images_balanced/black-03-1.023-+1.png,black,"(0, 0, 0)",1.023,neutral,3,thin,1,0.0,1.0,0.768,22,14,2,8,0,2,16,flat,thin,False
black-03-0.259-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.259-+0.png,images_balanced/black-03-0.259-+0.png,images_balanced/black-03-0.259-+0.png,black,"(0, 0, 0)",0.259,flat,3,thin,0,0.926,1.0,0.778,22,14,2,8,0,2,16,flat,thin,False
black-04-0.985-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.985-+1.png,images_balanced/black-04-0.985-+1.png,images_balanced/black-04-0.985-+1.png,black,"(0, 0, 0)",0.985,neutral,4,thin,1,0.0,0.8,0.788,22,14,2,8,0,2,16,flat,thin,False
