slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,cap_roundness_zone,stem_width,stem_width_zone,assigned_value,cap_roundness_extremity,stem_width_extremity,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,ring_thickness,spot_radius,scale,requested_cap_zone,requested_stem_zone,in_neutral_rectangle
black-04-0.367--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.367--1.png,images_balanced/black-04-0.367--1.png,images_balanced/black-04-0.367--1.png,black,"(0, 0, 0)",0.367,flat,4,thin,-1,0.791,0.8,0.343,22,14,2,8,0,2,16,flat,thin,False
black-03-0.654--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.654--1.png,images_balanced/black-03-0.654--1.png,images_balanced/black-03-0.654--1.png,black,"(0, 0, 0)",0.654,flat,3,thin,-1,0.432,1.0,0.354,22,14,2,8,0,2,16,flat,thin,False
black-03-0.876--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.876--2.png,images_balanced/black-03-0.876--2.png,images_balanced/black-03-0.876--2.png,black,"(0, 0, 0)",0.876,flat,3,thin,-2,0.155,1.0,0.364,22,14,2,8,0,2,16,flat,thin,False
black-03-0.312--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.312--1.png,images_balanced/black-03-0.312--1.png,images_balanced/black-03-0.312--1.png,black,"(0, 0, 0)",0.312,flat,3,thin,-1,0.86,1.0,0.374,22,14,2,8,0,2,16,flat,thin,False
black-04-0.203--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.203--1.png,images_balanced/black-04-0.203--1.png,images_balanced/black-04-0.203--1.png,black,"(0, 0, 0)",0.203,flat,4,thin,-1,0.996,0.8,0.384,22,14,2,8,0,2,16,flat,thin,False
black-05-0.834--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-0.834--1.png,images_balanced/black-05-0.834--1.png,images_balanced/black-05-0.834--1.png,black,"(0, 0, 0)",0.834,flat,5,thin,-1,0.207,0.6,0.394,22,14,2,8,0,2,16,flat,thin,False
black-05-0.243-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-0.243-+0.png,images_balanced/black-05-0.243-+0.png,images_balanced/black-05-0.243-+0.png,black,"(0, 0, 0)",0.243,flat,5,thin,0,0.946,0.6,0.404,22,14,2,8,0,2,16,flat,thin,False
black-03-0.263--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.263--1.png,images_balanced/black-03-0.263--1.png,images_balanced/black-03-0.263--1.png,black,"(0, 0, 0)",0.263,flat,3,thin,-1,0.921,1.0,0.414,22,14,2,8,0,2,16,flat,thin,False
black-04-1.013-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-1.013-+2.png,images_balanced/black-04-1.013-+2.png,images_balanced/black-04-1.013-+2.png,black,"(0, 0, 0)",1.013,neutral,4,thin,2,0.0,0.8,0.424,22,14,2,8,0,2,16,flat,thin,False
black-03-0.200--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.200--2.png,images_balanced/black-03-0.200--2.png,images_balanced/black-03-0.200--2.png,black,"(0, 0, 0)",0.2,flat,3,thin,-2,1.0,1.0,0.434,22,14,2,8,0,2,16,flat,thin,False
black-05-0.937-+4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-0.937-+4.png,images_balanced/black-05-0.937-+4.png,images_balanced/black-05-0.937-+4.png,black,"(0, 0, 0)",0.937,neutral,5,thin,4,0.0,0.6,0.444,22,14,2,8,0,2,16,flat,thin,False
black-04-1.105-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-1.105-+2.png,images_balanced/black-04-1.105-+2.png,images_balanced/black-04-1.105-+2.png,black,"(0, 0, 0)",1.105,neutral,4,thin,2,0.0,0.8,0.455,22,14,2,8,0,2,16,flat,thin,False
black-03-0.596-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.596-+0.png,images_balanced/black-03-0.596-+0.png,images_balanced/black-03-0.596-+0.png,black,"(0, 0, 0)",0.596,flat,3,thin,0,0.505,1.0,0.465,22,14,2,8,0,2,16,flat,thin,False
black-04-0.247--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.247--2.png,images_balanced/black-04-0.247--2.png,images_balanced/black-04-0.247--2.png,black,"(0, 0, 0)",0.247,flat,4,thin,-2,0.941,0.8,0.475,22,14,2,8,0,2,16,flat,thin,False
black-03-0.959-+5,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.959-+5.png,images_balanced/black-03-0.959-+5.png,images_balanced/black-03-0.959-+5.png,black,"(0, 0, 0)",0.959,neutral,3,thin,5,0.0,1.0,0.485,22,14,2,8,0,2,16,flat,thin,False
black-03-0.686-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.686-+0.png,images_balanced/black-03-0.686-+0.png,images_balanced/black-03-0.686-+0.png,black,"(0, 0, 0)",0.686,flat,3,thin,0,0.392,1.0,0.495,22,14,2,8,0,2,16,flat,thin,False
black-03-0.244--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.244--2.png,images_balanced/black-03-0.244--2.png,images_balanced/black-03-0.244--2.png,black,"(0, 0, 0)",0.244,flat,3,thin,-2,0.945,1.0,0.505,22,14,2,8,0,2,16,flat,thin,False
black-04-0.682-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.682-+1.png,images_balanced/black-04-0.682-+1.png,images_balanced/black-04-0.682-+1.png,black,"(0, 0, 0)",0.682,flat,4,thin,1,0.397,0.8,0.515,22,14,2,8,0,2,16,flat,thin,False
black-08-0.634-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-08-0.634-+0.png,images_balanced/black-08-0.634-+0.png,images_balanced/black-08-0.634-+0.png,black,"(0, 0, 0)",0.634,flat,8,thin,0,0.457,0.0,0.525,22,14,2,8,0,2,16,flat,thin,False
black-06-0.265--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-06-0.265--2.png,images_balanced/black-06-0.265--2.png,images_balanced/black-06-0.265--2.png,black,"(0, 0, 0)",0.265,flat,6,thin,-2,0.919,0.4,0.535,22,14,2,8,0,2,16,flat,thin,False
black-03-0.960-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.960-+3.png,images_balanced/black-03-0.960-+3.png,images_balanced/black-03-0.960-+3.png,black,"(0, 0, 0)",0.96,neutral,3,thin,3,0.0,1.0,0.545,22,14,2,8,0,2,16,flat,thin,False
black-08-0.888-+6,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-08-0.888-+6.png,images_balanced/black-08-0.888-+6.png,images_balanced/black-08-0.888-+6.png,black,"(0, 0, 0)",0.888,neutral,8,neutral,6,0.0,0.0,0.556,22,14,2,8,0,2,16,flat,thin,True
black-03-0.201-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.201-+0.png,images_balanced/black-03-0.201-+0.png,images_balanced/black-03-0.201-+0.png,black,"(0, 0, 0)",0.201,flat,3,thin,0,0.999,1.0,0.566,22,14,2,8,0,2,16,flat,thin,False
black-03-0.202--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.202--1.png,images_balanced/black-03-0.202--1.png,images_balanced/black-03-0.202--1.png,black,"(0, 0, 0)",0.202,flat,3,thin,-1,0.997,1.0,0.576,22,14,2,8,0,2,16,flat,thin,False
black-04-0.795-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.795-+1.png,images_balanced/black-04-0.795-+1.png,images_balanced/black-04-0.795-+1.png,black,"(0, 0, 0)",0.795,flat,4,thin,1,0.256,0.8,0.586,22,14,2,8,0,2,16,flat,thin,False
black-04-0.925-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.925-+3.png,images_balanced/black-04-0.925-+3.png,images_balanced/black-04-0.925-+3.png,black,"(0, 0, 0)",0.925,neutral,4,thin,3,0.0,0.8,0.596,22,14,2,8,0,2,16,flat,thin,False
black-04-0.846-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.846-+0.png,images_balanced/black-04-0.846-+0.png,images_balanced/black-04-0.846-+0.png,black,"(0, 0, 0)",0.846,flat,4,thin,0,0.192,0.8,0.606,22,14,2,8,0,2,16,flat,thin,False
black-04-0.900-+5,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.900-+5.png,images_balanced/black-04-0.900-+5.png,images_balanced/black-04-0.900-+5.png,black,"(0, 0, 0)",0.9,neutral,4,thin,5,0.0,0.8,0.616,22,14,2,8,0,2,16,flat,thin,False
black-04-0.206--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.206--1.png,images_balanced/black-04-0.206--1.png,images_balanced/black-04-0.206--1.png,black,"(0, 0, 0)",0.206,flat,4,thin,-1,0.992,0.8,0.626,22,14,2,8,0,2,16,flat,thin,False
black-04-0.201--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.201--1.png,images_balanced/black-04-0.201--1.png,images_balanced/black-04-0.201--1.png,black,"(0, 0, 0)",0.201,flat,4,thin,-1,0.999,0.8,0.636,22,14,2,8,0,2,16,flat,thin,False
black-03-0.828-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.828-+0.png,images_balanced/black-03-0.828-+0.png,images_balanced/black-03-0.828-+0.png,black,"(0, 0, 0)",0.828,flat,3,thin,0,0.215,1.0,0.646,22,14,2,8,0,2,16,flat,thin,False
black-03-0.203--3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.203--3.png,images_balanced/black-03-0.203--3.png,images_balanced/black-03-0.203--3.png,black,"(0, 0, 0)",0.203,flat,3,thin,-3,0.996,1.0,0.657,22,14,2,8,0,2,16,flat,thin,False
black-06-0.702-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-06-0.702-+0.png,images_balanced/black-06-0.702-+0.png,images_balanced/black-06-0.702-+0.png,black,"(0, 0, 0)",0.702,flat,6,thin,0,0.372,0.4,0.667,22,14,2,8,0,2,16,flat,thin,False
black-05-1.080-+4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-1.080-+4.png,images_balanced/black-05-1.080-+4.png,images_balanced/black-05-1.080-+4.png,black,"(0, 0, 0)",1.08,neutral,5,thin,4,0.0,0.6,0.677,22,14,2,8,0,2,16,flat,thin,False
black-04-0.378--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.378--2.png,images_balanced/black-04-0.378--2.png,images_balanced/black-04-0.378--2.png,black,"(0, 0, 0)",0.378,flat,4,thin,-2,0.777,0.8,0.687,22,14,2,8,0,2,16,flat,thin,False
black-03-0.204-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.204-+0.png,images_balanced/black-03-0.204-+0.png,images_balanced/black-03-0.204-+0.png,black,"(0, 0, 0)",0.204,flat,3,thin,0,0.995,1.0,0.697,22,14,2,8,0,2,16,flat,thin,False
black-04-0.207--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-04-0.207--1.png,images_balanced/black-04-0.207--1.png,images_balanced/black-04-0.207--1.png,black,"(0, 0, 0)",0.207,flat,4,thin,-1,0.991,0.8,0.707,22,14,2,8,0,2,16,flat,thin,False
black-03-0.343--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.343--1.png,images_balanced/black-03-0.343--1.png,images_balanced/black-03-0.343--1.png,black,"(0, 0, 0)",0.343,flat,3,thin,-1,0.821,1.0,0.717,22,14,2,8,0,2,16,flat,thin,False
black-03-0.624--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.624--1.png,images_balanced/black-03-0.624--1.png,images_balanced/black-03-0.624--1.png,black,"(0, 0, 0)",0.624,flat,3,thin,-1,0.47,1.0,0.727,22,14,2,8,0,2,16,flat,thin,False
black-03-0.961-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.961-+1.png,images_balanced/black-03-0.961-+1.png,images_balanced/black-03-0.961-+1.png,black,"(0, 0, 0)",0.961,neutral,3,thin,1,0.0,1.0,0.737,22,14,2,8,0,2,16,flat,thin,False
black-03-0.282--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.282--2.png,images_balanced/black-03-0.282--2.png,images_balanced/black-03-0.282--2.png,black,"(0, 0, 0)",0.282,flat,3,thin,-2,0.897,1.0,0.747,22,14,2,8,0,2,16,flat,thin,False
black-07-1.092-+4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-1.092-+4.png,images_balanced/black-07-1.092-+4.png,images_balanced/black-07-1.092-+4.png,black,"(0, 0, 0)",1.092,neutral,7,neutral,4,0.0,0.0,0.758,22,14,2,8,0,2,16,flat,thin,True
black-03-0.299--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.299--2.png,images_balanced/black-03-0.299--2.png,images_balanced/black-03-0.299--2.png,black,"(0, 0, 0)",0.299,flat,3,thin,-2,0.876,1.0,0.768,22,14,2,8,0,2,16,flat,thin,False
black-05-0.728--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-05-0.728--1.png,images_balanced/black-05-0.728--1.png,images_balanced/black-05-0.728--1.png,black,"(0, 0, 0)",0.728,flat,5,thin,-1,0.34,0.6,0.778,22,14,2,8,0,2,16,flat,thin,False
black-03-0.205--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-03-0.205--2.png,images_balanced/black-03-0.205--2.png,images_balanced/black-03-0.205--2.png,black,"(0, 0, 0)",0.205,flat,3,thin,-2,0.994,1.0,0.788,22,14,2,8,0,2,16,flat,thin,False
black-07-0.457--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-07-0.457--1.png,images_balanced/black-07-0.457--1.png,images_balanced/black-07-0.457--1.png,black,"(0, 0, 0)",0.457,flat,7,thin,-1,0.679,0.2,0.798,22,14,2,8,0,2,16,flat,thin,False
black-06-0.549--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black-06-0.549--1.png,images_balanced/black-06-0.549--1.png,images_balanced/black-06-0.549--1.png,black,"(0, 0, 0)",0.549,flat,6,thin,-1,0.564,0.4,0.808,22,14,2,8,0,2,16,flat,thin,False
