slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,cap_roundness_zone,stem_width,stem_width_zone,assigned_value,cap_roundness_extremity,stem_width_extremity,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,ring_thickness,spot_radius,scale,requested_cap_zone,requested_stem_zone,in_neutral_rectangle
black-neutral-neutral-c0.856-s06-85191e29,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.856-s06-85191e29.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.856-s06-85191e29.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.856-s06-85191e29.png,black,"(0, 0, 0)",0.856,neutral,6,neutral,5,0.0,0.0,0.101,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c1.162-s09-a3fe0d6f,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c1.162-s09-a3fe0d6f.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.162-s09-a3fe0d6f.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.162-s09-a3fe0d6f.png,black,"(0, 0, 0)",1.162,neutral,9,neutral,6,0.0,0.0,0.111,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c1.076-s06-f4f26241,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c1.076-s06-f4f26241.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.076-s06-f4f26241.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.076-s06-f4f26241.png,black,"(0, 0, 0)",1.076,neutral,6,neutral,5,0.0,0.0,0.121,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.847-s07-ee467036,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.847-s07-ee467036.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.847-s07-ee467036.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.847-s07-ee467036.png,black,"(0, 0, 0)",0.847,neutral,7,neutral,6,0.0,0.0,0.131,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c1.171-s09-ba747d95,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c1.171-s09-ba747d95.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.171-s09-ba747d95.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.171-s09-ba747d95.png,black,"(0, 0, 0)",1.171,neutral,9,neutral,6,0.0,0.0,0.141,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.915-s06-d20b1b30,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.915-s06-d20b1b30.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.915-s06-d20b1b30.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.915-s06-d20b1b30.png,black,"(0, 0, 0)",0.915,neutral,6,neutral,6,0.0,0.0,0.152,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.937-s07-8792ac2d,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.937-s07-8792ac2d.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.937-s07-8792ac2d.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.937-s07-8792ac2d.png,black,"(0, 0, 0)",0.937,neutral,7,neutral,4,0.0,0.0,0.162,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c1.313-s09-a951a3fd,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c1.313-s09-a951a3fd.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.313-s09-a951a3fd.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.313-s09-a951a3fd.png,black,"(0, 0, 0)",1.313,neutral,9,neutral,5,0.0,0.0,0.172,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.967-s09-ed4c0f49,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.967-s09-ed4c0f49.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.967-s09-ed4c0f49.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.967-s09-ed4c0f49.png,black,"(0, 0, 0)",0.967,neutral,9,neutral,5,0.0,0.0,0.182,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.898-s07-e6581acd,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.898-s07-e6581acd.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.898-s07-e6581acd.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.898-s07-e6581acd.png,black,"(0, 0, 0)",0.898,neutral,7,neutral,6,0.0,0.0,0.192,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.960-s10-b7c52744,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.960-s10-b7c52744.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.960-s10-b7c52744.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.960-s10-b7c52744.png,black,"(0, 0, 0)",0.96,neutral,10,neutral,6,0.0,0.0,0.202,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.843-s09-45cf2ebc,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.843-s09-45cf2ebc.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.843-s09-45cf2ebc.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.843-s09-45cf2ebc.png,black,"(0, 0, 0)",0.843,neutral,9,neutral,6,0.0,0.0,0.212,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c1.237-s07-73e0a304,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c1.237-s07-73e0a304.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.237-s07-73e0a304.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.237-s07-73e0a304.png,black,"(0, 0, 0)",1.237,neutral,7,neutral,5,0.0,0.0,0.222,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c0.962-s10-a18f094f,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c0.962-s10-a18f094f.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.962-s10-a18f094f.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c0.962-s10-a18f094f.png,black,"(0, 0, 0)",0.962,neutral,10,neutral,6,0.0,0.0,0.232,22,14,2,8,0,2,16,flat,thin,True
black-neutral-neutral-c1.134-s09-c90d6de7,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/neutral/black-neutral-neutral-c1.134-s09-c90d6de7.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.134-s09-c90d6de7.png,images_balanced/black/neutral/neutral/black-neutral-neutral-c1.134-s09-c90d6de7.png,black,"(0, 0, 0)",1.134,neutral,9,neutral,4,0.0,0.0,0.242,22,14,2,8,0,2,16,flat,thin,True
black-flat-thin-c0.200-s03-ca398409,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.200-s03-ca398409.png,images_balanced/black/flat/thin/black-flat-thin-c0.200-s03-ca398409.png,images_balanced/black/flat/thin/black-flat-thin-c0.200-s03-ca398409.png,black,"(0, 0, 0)",0.2,flat,3,thin,0,1.0,0.946,0.253,22,14,2,8,0,2,16,flat,thin,False
black-neutral-thin-c1.099-s04-3ec1f3e8,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/thin/black-neutral-thin-c1.099-s04-3ec1f3e8.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.099-s04-3ec1f3e8.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.099-s04-3ec1f3e8.png,black,"(0, 0, 0)",1.099,neutral,4,thin,4,0.0,0.764,0.263,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.433-s03-3907ad1f,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.433-s03-3907ad1f.png,images_balanced/black/flat/thin/black-flat-thin-c0.433-s03-3907ad1f.png,images_balanced/black/flat/thin/black-flat-thin-c0.433-s03-3907ad1f.png,black,"(0, 0, 0)",0.433,flat,3,thin,1,0.709,0.907,0.273,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.216-s03-be6c6f19,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.216-s03-be6c6f19.png,images_balanced/black/flat/thin/black-flat-thin-c0.216-s03-be6c6f19.png,images_balanced/black/flat/thin/black-flat-thin-c0.216-s03-be6c6f19.png,black,"(0, 0, 0)",0.216,flat,3,thin,1,0.98,0.973,0.283,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.537-s04-474b774b,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.537-s04-474b774b.png,images_balanced/black/flat/thin/black-flat-thin-c0.537-s04-474b774b.png,images_balanced/black/flat/thin/black-flat-thin-c0.537-s04-474b774b.png,black,"(0, 0, 0)",0.537,flat,4,thin,1,0.579,0.888,0.293,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.209-s08-60dbe4da,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.209-s08-60dbe4da.png,images_balanced/black/flat/thin/black-flat-thin-c0.209-s08-60dbe4da.png,images_balanced/black/flat/thin/black-flat-thin-c0.209-s08-60dbe4da.png,black,"(0, 0, 0)",0.209,flat,8,thin,1,0.989,0.006,0.303,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.545-s06-6abc10b3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.545-s06-6abc10b3.png,images_balanced/black/flat/thin/black-flat-thin-c0.545-s06-6abc10b3.png,images_balanced/black/flat/thin/black-flat-thin-c0.545-s06-6abc10b3.png,black,"(0, 0, 0)",0.545,flat,6,thin,0,0.568,0.323,0.313,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.596-s04-27362829,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.596-s04-27362829.png,images_balanced/black/flat/thin/black-flat-thin-c0.596-s04-27362829.png,images_balanced/black/flat/thin/black-flat-thin-c0.596-s04-27362829.png,black,"(0, 0, 0)",0.596,flat,4,thin,-1,0.505,0.896,0.323,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.366-s04-dc28e93c,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.366-s04-dc28e93c.png,images_balanced/black/flat/thin/black-flat-thin-c0.366-s04-dc28e93c.png,images_balanced/black/flat/thin/black-flat-thin-c0.366-s04-dc28e93c.png,black,"(0, 0, 0)",0.366,flat,4,thin,-1,0.793,0.865,0.333,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.706-s03-02dda9b4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.706-s03-02dda9b4.png,images_balanced/black/flat/thin/black-flat-thin-c0.706-s03-02dda9b4.png,images_balanced/black/flat/thin/black-flat-thin-c0.706-s03-02dda9b4.png,black,"(0, 0, 0)",0.706,flat,3,thin,1,0.368,1.0,0.343,22,14,2,8,0,2,16,flat,thin,False
black-neutral-thin-c1.092-s05-dd6063df,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/thin/black-neutral-thin-c1.092-s05-dd6063df.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.092-s05-dd6063df.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.092-s05-dd6063df.png,black,"(0, 0, 0)",1.092,neutral,5,thin,4,0.0,0.534,0.354,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.218-s03-3d3154d8,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.218-s03-3d3154d8.png,images_balanced/black/flat/thin/black-flat-thin-c0.218-s03-3d3154d8.png,images_balanced/black/flat/thin/black-flat-thin-c0.218-s03-3d3154d8.png,black,"(0, 0, 0)",0.218,flat,3,thin,-2,0.978,0.993,0.364,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.729-s03-1dc802e0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.729-s03-1dc802e0.png,images_balanced/black/flat/thin/black-flat-thin-c0.729-s03-1dc802e0.png,images_balanced/black/flat/thin/black-flat-thin-c0.729-s03-1dc802e0.png,black,"(0, 0, 0)",0.729,flat,3,thin,1,0.339,0.972,0.374,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.295-s03-44d4e4ff,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.295-s03-44d4e4ff.png,images_balanced/black/flat/thin/black-flat-thin-c0.295-s03-44d4e4ff.png,images_balanced/black/flat/thin/black-flat-thin-c0.295-s03-44d4e4ff.png,black,"(0, 0, 0)",0.295,flat,3,thin,-1,0.881,0.998,0.384,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.395-s04-260e525a,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.395-s04-260e525a.png,images_balanced/black/flat/thin/black-flat-thin-c0.395-s04-260e525a.png,images_balanced/black/flat/thin/black-flat-thin-c0.395-s04-260e525a.png,black,"(0, 0, 0)",0.395,flat,4,thin,-2,0.757,0.741,0.394,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.202-s07-825287c0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.202-s07-825287c0.png,images_balanced/black/flat/thin/black-flat-thin-c0.202-s07-825287c0.png,images_balanced/black/flat/thin/black-flat-thin-c0.202-s07-825287c0.png,black,"(0, 0, 0)",0.202,flat,7,thin,1,0.997,0.122,0.404,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.356-s04-507e586c,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.356-s04-507e586c.png,images_balanced/black/flat/thin/black-flat-thin-c0.356-s04-507e586c.png,images_balanced/black/flat/thin/black-flat-thin-c0.356-s04-507e586c.png,black,"(0, 0, 0)",0.356,flat,4,thin,-2,0.806,0.86,0.414,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.728-s06-3945eb54,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.728-s06-3945eb54.png,images_balanced/black/flat/thin/black-flat-thin-c0.728-s06-3945eb54.png,images_balanced/black/flat/thin/black-flat-thin-c0.728-s06-3945eb54.png,black,"(0, 0, 0)",0.728,flat,6,thin,0,0.34,0.399,0.424,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.208-s04-a88d8e61,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.208-s04-a88d8e61.png,images_balanced/black/flat/thin/black-flat-thin-c0.208-s04-a88d8e61.png,images_balanced/black/flat/thin/black-flat-thin-c0.208-s04-a88d8e61.png,black,"(0, 0, 0)",0.208,flat,4,thin,-2,0.99,0.792,0.434,22,14,2,8,0,2,16,flat,thin,False
black-neutral-thin-c0.997-s03-abc882ec,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/thin/black-neutral-thin-c0.997-s03-abc882ec.png,images_balanced/black/neutral/thin/black-neutral-thin-c0.997-s03-abc882ec.png,images_balanced/black/neutral/thin/black-neutral-thin-c0.997-s03-abc882ec.png,black,"(0, 0, 0)",0.997,neutral,3,thin,3,0.0,0.999,0.444,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.201-s04-a1e6a875,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.201-s04-a1e6a875.png,images_balanced/black/flat/thin/black-flat-thin-c0.201-s04-a1e6a875.png,images_balanced/black/flat/thin/black-flat-thin-c0.201-s04-a1e6a875.png,black,"(0, 0, 0)",0.201,flat,4,thin,1,0.999,0.875,0.455,22,14,2,8,0,2,16,flat,thin,False
black-neutral-thin-c1.007-s04-888a7168,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/thin/black-neutral-thin-c1.007-s04-888a7168.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.007-s04-888a7168.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.007-s04-888a7168.png,black,"(0, 0, 0)",1.007,neutral,4,thin,2,0.0,0.755,0.465,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.516-s05-1dd87ec5,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.516-s05-1dd87ec5.png,images_balanced/black/flat/thin/black-flat-thin-c0.516-s05-1dd87ec5.png,images_balanced/black/flat/thin/black-flat-thin-c0.516-s05-1dd87ec5.png,black,"(0, 0, 0)",0.516,flat,5,thin,1,0.605,0.65,0.475,22,14,2,8,0,2,16,flat,thin,False
black-neutral-thin-c0.987-s04-b41faf71,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/thin/black-neutral-thin-c0.987-s04-b41faf71.png,images_balanced/black/neutral/thin/black-neutral-thin-c0.987-s04-b41faf71.png,images_balanced/black/neutral/thin/black-neutral-thin-c0.987-s04-b41faf71.png,black,"(0, 0, 0)",0.987,neutral,4,thin,3,0.0,0.706,0.485,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.256-s03-ca95d4e0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.256-s03-ca95d4e0.png,images_balanced/black/flat/thin/black-flat-thin-c0.256-s03-ca95d4e0.png,images_balanced/black/flat/thin/black-flat-thin-c0.256-s03-ca95d4e0.png,black,"(0, 0, 0)",0.256,flat,3,thin,-2,0.93,0.981,0.495,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.334-s03-16d1927e,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.334-s03-16d1927e.png,images_balanced/black/flat/thin/black-flat-thin-c0.334-s03-16d1927e.png,images_balanced/black/flat/thin/black-flat-thin-c0.334-s03-16d1927e.png,black,"(0, 0, 0)",0.334,flat,3,thin,-2,0.833,0.985,0.505,22,14,2,8,0,2,16,flat,thin,False
black-neutral-thin-c1.050-s03-66f2bddd,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/neutral/thin/black-neutral-thin-c1.050-s03-66f2bddd.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.050-s03-66f2bddd.png,images_balanced/black/neutral/thin/black-neutral-thin-c1.050-s03-66f2bddd.png,black,"(0, 0, 0)",1.05,neutral,3,thin,1,0.0,1.0,0.515,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.678-s03-87ff1364,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.678-s03-87ff1364.png,images_balanced/black/flat/thin/black-flat-thin-c0.678-s03-87ff1364.png,images_balanced/black/flat/thin/black-flat-thin-c0.678-s03-87ff1364.png,black,"(0, 0, 0)",0.678,flat,3,thin,-1,0.403,1.0,0.525,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.267-s04-66b73f0a,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.267-s04-66b73f0a.png,images_balanced/black/flat/thin/black-flat-thin-c0.267-s04-66b73f0a.png,images_balanced/black/flat/thin/black-flat-thin-c0.267-s04-66b73f0a.png,black,"(0, 0, 0)",0.267,flat,4,thin,0,0.916,0.834,0.535,22,14,2,8,0,2,16,flat,thin,False
black-flat-thin-c0.316-s04-535fd0cc,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/black/flat/thin/black-flat-thin-c0.316-s04-535fd0cc.png,images_balanced/black/flat/thin/black-flat-thin-c0.316-s04-535fd0cc.png,images_balanced/black/flat/thin/black-flat-thin-c0.316-s04-535fd0cc.png,black,"(0, 0, 0)",0.316,flat,4,thin,-1,0.855,0.888,0.545,22,14,2,8,0,2,16,flat,thin,False
